1.956122448	1.2
4.098684807	1.3
6.245578231	1.4
8.361065759	2.1
10.539773242	2.2
12.666371882	2.3
14.769659863	2.4
16.849410430	3.1
18.953424036	3.2
22.141133786	3.4
24.257505668	4.1
26.350748299	4.2
28.370975056	4.3
30.477460317	4.4
32.536054421	5.1
34.581247165	5.2
36.648548752	5.4
38.702857142	6.1
40.704965986	6.2
42.698888888	6.3
44.912199546	6.4
46.791088435	7.1
48.824943310	7.2
50.842630385	7.3
52.782063492	7.4
54.842244897	8.1
56.907959183	8.2
58.934535147	8.3
60.998072562	8.4
63.051383219	9.1
65.121179138	9.2
67.252471655	9.3
70.251428571	10.1
72.403242630	10.2
74.396893424	10.3
76.347324263	10.4
78.438911564	11.1
80.531088435	11.2
82.537437641	11.3
84.522063492	11.4
86.621972789	12.1
88.554399092	12.2
90.586507936	12.3
92.589138321	12.4
94.775873015	13.2
96.760000000	13.3
98.825102040	13.4
100.894308390	14.1
102.990884353	14.2
105.138321995	14.3
107.157437641	14.4
109.256870748	15.1
111.272857142	15.2
113.308503401	15.3
115.379773242	15.4
118.407142857	16.3
120.444240362	16.4
122.612380952	17.1
124.571904761	17.2
126.666802721	17.3
128.694013605	17.4
130.751950113	18.1
132.729138321	18.2
134.710385487	18.3
137.779342403	19.1
139.832199546	19.2
141.873083900	19.3
143.845895691	19.4
145.873628117	20.1
147.995555555	20.2
149.890997732	20.3
151.941201814	20.4
153.954557823	21.1
155.948662131	21.2
158.003469387	32.3
160.005941043	33.1
161.439070294	33.2
163.437868480	33.3
165.442403628	33.4
167.383492063	34.1
169.338594104	34.2
171.411360544	34.3
173.406712018	34.4
175.336099773	35.1
177.334058956	35.2
179.327120181	35.3
181.334308390	35.4
183.325986394	36.1
