14.000952381	36
15.002925170	43
18.000952381	48
18.498911565	43
19.005034014	40
22.001133787	36
22.368299320	38
22.751972789	40
23.119319728	41
23.486666667	43
26.000952381	36
26.507074830	40
26.988707483	38
27.494829932	43
30.000952381	33
30.371247166	35
30.743809524	36
31.119319728	38
31.502993197	40
34.000952381	40
34.507074830	36
34.996870748	38
35.502993197	36
38.000952381	33
38.743809524	36
38.996870748	40
39.494829932	36
42.000952381	40
42.490748299	36
42.995782313	38
43.239591837	36
43.500816327	40
