12.000000	36	0
13.000000	43	0
14.000000	36	1
15.000000	43	1
16.000000	48	0
17.000000	43	0
18.000000	48	1
19.000000	43	1
20.000000	36	0
20.500000	38	0
21.000000	40	0
22.000000	36	1
22.500000	38	1
23.000000	40	1
24.000000	48	0
24.500000	43	0
25.000000	40	0
26.000000	48	1
26.500000	43	1
27.000000	40	1
28.000000	36	0
28.375000	38	0
28.750000	40	0
29.125000	41	0
29.500000	43	0
30.000000	36	1
30.375000	38	1
30.750000	40	1
31.125000	41	1
31.500000	43	1
32.000000	36	0
32.500000	40	0
33.000000	38	0
33.500000	43	0
34.000000	36	1
34.500000	40	1
35.000000	38	1
35.500000	43	1
36.000000	33	0
36.375000	35	0
36.750000	36	0
37.125000	38	0
37.500000	40	0
38.000000	33	1
38.375000	35	1
38.750000	36	1
39.125000	38	1
39.500000	40	1
40.000000	40	0
40.500000	36	0
41.000000	38	0
41.500000	36	0
42.000000	40	1
42.500000	36	1
43.000000	38	1
43.500000	36	1
44.000000	33	0
44.750000	36	0
45.000000	40	0
45.500000	36	0
46.000000	33	1
46.750000	36	1
47.000000	40	1
47.500000	36	1
48.000000	40	0
48.500000	36	0
49.000000	38	0
49.250000	36	0
49.500000	40	0
50.000000	40	1
50.500000	36	1
51.000000	38	1
51.250000	36	1
51.500000	40	1
52.000000	41	0
52.750000	45	0
53.000000	48	0
53.500000	45	0
54.000000	43	0
55.000000	43	0
56.000000	41	1
56.750000	45	1
57.000000	48	1
57.500000	45	1
58.000000	43	1
59.000000	43	1
70.000000	36	0
71.000000	43	0
72.000000	36	1
73.000000	43	1
74.000000	48	0
75.000000	43	0
76.000000	48	1
77.000000	43	1
78.000000	36	0
78.500000	38	0
79.000000	40	0
80.000000	36	1
80.500000	38	1
81.000000	40	1
82.000000	48	0
82.500000	43	0
83.000000	40	0
84.000000	48	1
84.500000	43	1
85.000000	40	1
86.000000	36	0
86.375000	38	0
86.750000	40	0
87.125000	41	0
87.500000	43	0
88.000000	36	1
88.375000	38	1
88.750000	40	1
89.125000	41	1
89.500000	43	1
90.000000	36	0
90.500000	40	0
91.000000	38	0
91.500000	43	0
92.000000	36	1
92.500000	40	1
93.000000	38	1
93.500000	43	1
94.000000	33	0
94.375000	35	0
94.750000	36	0
95.125000	38	0
95.500000	40	0
96.000000	33	1
96.375000	35	1
96.750000	36	1
97.125000	38	1
97.500000	40	1
98.000000	40	0
98.500000	36	0
99.000000	38	0
99.500000	36	0
100.000000	40	1
100.500000	36	1
101.000000	38	1
101.500000	36	1
102.000000	33	0
102.750000	36	0
103.000000	40	0
103.500000	36	0
104.000000	33	1
104.750000	36	1
105.000000	40	1
105.500000	36	1
106.000000	40	0
106.500000	36	0
107.000000	38	0
107.250000	36	0
107.500000	40	0
108.000000	40	1
108.500000	36	1
109.000000	38	1
109.250000	36	1
109.500000	40	1
110.000000	41	0
110.750000	45	0
111.000000	48	0
111.500000	45	0
112.000000	43	0
113.000000	43	0
114.000000	41	1
114.750000	45	1
115.000000	48	1
115.500000	45	1
116.000000	43	1
117.000000	43	1
