9.600000	40	0
11.400000	42	0
12.000000	43	0
14.100000	40	0
14.400000	38	0
15.000000	40	0
15.600000	42	0
16.200000	38	0
16.800000	35	0
19.200000	40	1
21.000000	42	1
21.600000	43	1
23.700000	40	1
24.000000	38	1
24.600000	40	1
25.200000	42	1
25.800000	38	1
26.400000	35	1
28.800000	36	0
29.400000	38	0
30.000000	40	0
30.600000	42	0
31.200000	40	0
31.800000	42	0
32.381250	43	0
33.000000	40	0
33.600000	38	0
34.200000	40	0
34.800000	42	0
35.400000	38	0
36.000000	35	0
38.400000	36	1
39.000000	38	1
39.600000	40	1
40.200000	42	1
40.800000	40	1
41.400000	42	1
41.981250	43	1
42.600000	40	1
43.200000	38	1
43.800000	40	1
44.400000	42	1
45.000000	38	1
45.600000	35	1
48.000000	40	0
48.450000	40	0
48.900000	40	0
49.350000	40	0
49.800000	42	0
50.400000	43	0
50.850000	43	0
51.300000	43	0
51.750000	43	0
52.200000	40	0
52.800000	42	0
53.250000	42	0
53.700000	42	0
54.150000	42	0
54.600000	40	0
55.206250	38	0
55.656250	38	0
56.106250	38	0
56.556250	38	0
57.006250	38	0
57.600000	40	1
58.050000	40	1
58.500000	40	1
58.950000	40	1
59.400000	42	1
60.000000	43	1
60.450000	43	1
60.900000	43	1
61.350000	43	1
61.800000	40	1
62.400000	42	1
62.850000	42	1
63.300000	42	1
63.750000	42	1
64.200000	40	1
64.806250	38	1
65.256250	38	1
65.706250	38	1
66.156250	38	1
66.606250	38	1
67.200000	40	0
68.400000	36	0
68.700000	40	0
69.000000	36	0
69.300000	40	0
70.800000	36	0
71.100000	40	0
71.400000	36	0
71.700000	40	0
72.000000	42	0
73.200000	38	0
73.500000	42	0
73.800000	38	0
74.100000	42	0
75.600000	38	0
75.900000	42	0
76.200000	38	0
76.500000	42	0
76.800000	40	1
78.000000	36	1
78.300000	40	1
78.600000	36	1
78.900000	40	1
80.400000	36	1
80.700000	40	1
81.000000	36	1
81.300000	40	1
81.600000	42	1
82.800000	38	1
83.100000	42	1
83.400000	38	1
83.700000	42	1
85.200000	38	1
85.500000	42	1
85.800000	38	1
86.100000	42	1
96.000000	31	1
97.800000	33	1
98.400000	35	1
100.800000	38	1
101.400000	40	1
102.000000	42	1
102.600000	38	1
103.200000	35	1
105.600000	36	1
107.400000	38	1
108.000000	40	1
110.400000	38	1
111.000000	35	1
111.600000	33	1
112.200000	38	1
112.800000	35	1
115.200000	40	1
116.400000	36	1
117.000000	33	1
117.600000	35	1
118.050000	33	1
118.500000	35	1
118.950000	33	1
119.400000	35	1
120.000000	38	1
121.200000	33	1
122.400000	35	1
123.600000	38	1
124.800000	40	1
126.600000	42	1
127.200000	43	1
129.300000	40	1
129.600000	38	1
130.200000	40	1
130.800000	42	1
131.400000	38	1
132.000000	35	1
